product_area,location_country,supplier_name,location_region,onboard_date_v2,sla_end_to_end_exclude_weekend1,wo_adv_std_include_weekend,complaince_activation_exclude_weekend,xws_activation_to_idv,xws_idv_to_system_activation
Technical Infrastructure,United States,SCHENKER,NORTH AMERICA,2025-04-28,4,2,2,1,1
T&S,null,ACCENTURE PLC,EMEA,2025-04-23,3,5,0,0,0
REWS,India,JONES LANG LASALLE INC,APAC,2025-04-21,4,6,0,0,0
YouTube,India,ACCENTURE PLC,APAC,2025-05-02,6,4,4,0,4
Technical Infrastructure,India,ACCENTURE PLC,APAC,2025-04-29,2,3,1,0,1
gCS,India,ACCENTURE PLC,APAC,2025-04-21,8,2,6,6,0
gTech,Philippines,ACCENTURE PLC,APAC,2025-04-29,3,5,0,0,0
YouTube,Malaysia,ACCENTURE PLC,APAC,2025-04-28,3,2,1,1,0
Technical Infrastructure,United Kingdom,SYNERGY SECURITY SOLUTIONS LIMITED,EMEA,2025-04-23,4,4,2,1,1
Technical Infrastructure,United States,SCHENKER,NORTH AMERICA,2025-05-02,5,5,2,0,2
Devices & Services,India,SMOLLAN GROUP SA PTY LTD,APAC,2025-05-01,4,3,3,0,3
REWS,India,G4S PLC,APAC,2025-04-28,3,1,2,2,0
Waymo,Philippines,COGNIZANT TECHNOLOGY SOLUTIONS CORPORATION,APAC,2025-04-28,3,5,0,0,0
T&S,India,WIPRO LIMITED,APAC,2025-04-28,4,2,2,0,2
Waymo,United States,"TASKUS, INC.",NORTH AMERICA,2025-04-28,5,3,2,1,1
Cloud,El Salvador,TELUS,LATAM,2025-04-23,4,5,1,0,1
gTech,India,ACCENTURE PLC,APAC,2025-04-23,2,1,1,0,1
T&S,Philippines,ACCENTURE PLC,APAC,2025-04-24,2,1,1,0,1
gCS,Brazil,TTEC HOLDINGS INC,LATAM,2025-04-30,7,4,3,3,0
Corp Eng,India,MOVATE TECHNOLOGIES PRIVATE LIMITED,APAC,2025-04-25,4,2,2,0,2
REWS,Singapore,AEA INTERNATIONAL HOLDINGS PTE LTD,APAC,2025-04-22,2,3,1,0,1
REWS,null,JONES LANG LASALLE INC,APAC,2025-04-24,3,3,0,0,0
Technical Infrastructure,United States,DIRECT LINE GLOBAL LLC,NORTH AMERICA,2025-04-22,2,3,1,0,1
Devices & Services,Taiwan,TATA GROUP,APAC,2025-05-02,6,4,4,1,3
YouTube,India,ACCENTURE PLC,APAC,2025-04-22,9,2,7,4,3
Waymo,United States,TRANSDEV,NORTH AMERICA,2025-05-02,8,3,5,2,3
gTech,Colombia,CONCENTRIX,LATAM,2025-04-25,2,2,0,0,0
Technical Infrastructure,India,ACCENTURE PLC,APAC,2025-05-02,5,4,3,3,0
Waymo,United States,KPMG,NORTH AMERICA,2025-04-28,2,4,0,0,0
REWS,null,SODEXO,APAC,2025-04-28,3,5,0,0,0
Technical Infrastructure,India,ERICSSON INC,APAC,2025-04-29,3,5,0,0,0
REWS,India,SODEXO,APAC,2025-04-24,3,3,0,0,0
Technical Infrastructure,United States,"HOLDER CONSTRUCTION GROUP, LLC",NORTH AMERICA,2025-05-01,3,3,0,0,0
Technical Infrastructure,Mexico,ASTREYA PARTNERS INC,LATAM,2025-04-24,6,6,2,2,0
T&S,India,WIPRO LIMITED,APAC,2025-04-25,4,2,2,1,1
Technical Infrastructure,United States,GARDA WORLD SECURITY CORPORATION,NORTH AMERICA,2025-05-02,4,3,1,1,0
Technical Infrastructure,United States,"ROONEY HOLDINGS, INC.",NORTH AMERICA,2025-05-01,3,3,0,0,0
T&S,India,ACCENTURE PLC,APAC,2025-04-24,6,6,2,0,2
REWS,Romania,YARZIN SELLA MANAGEMENT AND HOLDINGS,EMEA,2025-04-24,3,3,0,0,0
Technical Infrastructure,India,INDIGO TELECOM GROUP LTD,APAC,2025-04-29,1,1,0,0,0
T&S,Malaysia,ACCENTURE PLC,APAC,2025-04-30,5,6,1,0,1
REWS,India,MEDIFIT CONSULTANTS PVT LTD,APAC,2025-05-02,3,3,0,0,0
Waymo,United States,TRANSDEV,NORTH AMERICA,2025-04-25,8,1,7,1,6
Technical Infrastructure,null,SCHENKER,NORTH AMERICA,2025-04-24,3,3,0,0,0
Technical Infrastructure,null,"HOLDER CONSTRUCTION GROUP, LLC",NORTH AMERICA,2025-04-29,3,5,0,0,0
Technical Infrastructure,United States,GARDA WORLD SECURITY CORPORATION,NORTH AMERICA,2025-04-28,4,3,1,1,0
Technical Infrastructure,United States,GARDA WORLD SECURITY CORPORATION,NORTH AMERICA,2025-04-22,3,1,2,1,1
T&S,Philippines,ACCENTURE PLC,APAC,2025-05-02,7,2,5,3,2
Technical Infrastructure,null,TW CONSTRUCTORS LLC,NORTH AMERICA,2025-04-22,3,5,0,0,0
Marketing,India,CYBAGE SOFTWARE PRIVATE LIMITED,APAC,2025-04-24,5,1,4,1,3
Technical Infrastructure,United States,GXO LOGISTICS WORLDWIDE LLC,NORTH AMERICA,2025-04-23,6,2,4,0,4
REWS,United States,BODY TECHNIQUES LLC,NORTH AMERICA,2025-04-23,11,3,8,4,4
T&S,India,WIPRO LIMITED,APAC,2025-04-28,4,1,3,0,3
Waymo,United States,METRO ONE LOSS PREVENTION SERVICES GROUP (GUARD DIVISION) INC,NORTH AMERICA,2025-04-23,3,3,2,1,1
Technical Infrastructure,India,ERICSSON INC,APAC,2025-04-29,3,5,0,0,0
Marketing,Thailand,ACCENTURE PLC,APAC,2025-04-23,11,6,7,6,1
Technical Infrastructure,null,J E DUNN CONSTRUCTION COMPANY,NORTH AMERICA,2025-05-02,3,3,0,0,0
YouTube,India,GENPACT LIMITED,APAC,2025-04-28,3,2,1,1,0
Access,United States,NETCRACKER TECHNOLOGY CORPORATION,NORTH AMERICA,2025-04-28,3,5,0,0,0
Marketing,United States,FIREWOOD MARKETING INC.,NORTH AMERICA,2025-04-22,3,1,2,1,1
Technical Infrastructure,United States,GARDA WORLD SECURITY CORPORATION,NORTH AMERICA,2025-05-02,4,3,1,1,0
gTech,Argentina,COGNIZANT TECHNOLOGY SOLUTIONS CORPORATION,LATAM,2025-04-23,10,1,9,2,7
gCS,Malaysia,TELEDIRECT PTE LTD,APAC,2025-04-21,2,1,1,1,0
REWS,India,SIMPLIWORK OFFICES PRIVATE LIMITED,APAC,2025-04-25,2,2,0,0,0
Cloud,United States,MEDIATEK INC,NORTH AMERICA,2025-04-28,17,11,10,10,0
Marketing,United States,ACCENTURE PLC,NORTH AMERICA,2025-05-01,3,2,1,0,1
Marketing,India,CYBAGE SOFTWARE PRIVATE LIMITED,APAC,2025-04-21,2,1,1,1,0
Waymo,India,WIPRO LIMITED,APAC,2025-04-24,3,3,1,0,1
Devices & Services,United States,MOSAIC US HOLDINGS INC,NORTH AMERICA,2025-04-25,4,1,3,0,3
gCS,India,TELEDIRECT PTE LTD,APAC,2025-04-22,6,4,2,1,1
Ads & Commerce,India,GLOBALLOGIC INC,APAC,2025-05-02,4,3,1,1,0
POps,United States,PREMISE HEALTH HOLDING CORP,NORTH AMERICA,2025-04-24,2,2,0,0,0
Cloud,Philippines,ACCENTURE PLC,APAC,2025-04-21,3,1,2,0,2
Geo,India,COGNIZANT TECHNOLOGY SOLUTIONS CORPORATION,APAC,2025-05-02,6,4,4,4,0
Technical Infrastructure,United States,GXO LOGISTICS WORLDWIDE LLC,NORTH AMERICA,2025-04-30,6,3,3,2,1
POps,India,ACCENTURE PLC,APAC,2025-05-02,7,2,5,0,5
Devices & Services,India,TECH MAHINDRA LIMITED,APAC,2025-04-27,10,3,7,0,7
Cloud,Mexico,TATA GROUP,LATAM,2025-04-22,8,1,7,6,1
Finance,India,GEP WORLDWIDE,APAC,2025-04-22,1,1,0,0,0
YouTube,India,GENPACT LIMITED,APAC,2025-04-28,3,2,1,0,1
REWS,United States,ACADEMY LOCKSMITH LP,NORTH AMERICA,2025-04-22,1,1,0,0,0
T&S,India,WIPRO LIMITED,APAC,2025-04-23,4,1,3,0,3
Technical Infrastructure,Finland,FIBER HIGHWAY FINLAND OY,EMEA,2025-04-24,2,1,1,0,1
Technical Infrastructure,United States,GXO LOGISTICS WORLDWIDE LLC,NORTH AMERICA,2025-04-21,7,4,5,4,1
gTech,India,TELEPERFORMANCE SE,APAC,2025-05-01,3,3,1,0,1
Access,United States,HR GREEN INC,NORTH AMERICA,2025-04-30,35,5,32,26,6
T&S,India,ACCENTURE PLC,APAC,2025-04-28,5,2,3,0,3
REWS,India,COMPASS GROUP PLC,APAC,2025-04-21,3,5,0,0,0
REWS,null,COMPASS GROUP PLC,APAC,2025-04-21,3,5,0,0,0
Technical Infrastructure,United States,J E DUNN CONSTRUCTION COMPANY,NORTH AMERICA,2025-05-02,3,3,0,0,0
Finance,India,PWC,APAC,2025-05-02,13,2,11,7,4
Platforms + Ecosystems,India,HCL TECHNOLOGIES LTD,APAC,2025-04-29,4,5,1,1,0
Technical Infrastructure,null,"ROONEY HOLDINGS, INC.",NORTH AMERICA,2025-04-29,3,5,0,0,0
REWS,India,JAGUAR SECURITY SERVICES PVT. LTD.,APAC,2025-04-23,1,1,0,0,0
Waymo,India,WIPRO LIMITED,APAC,2025-04-24,3,2,2,1,1
Technical Infrastructure,United States,"HOLDER CONSTRUCTION GROUP, LLC",NORTH AMERICA,2025-04-22,2,4,0,0,0
gTech,Brazil,CONCENTRIX,LATAM,2025-04-24,3,3,0,0,0
T&S,India,ACCENTURE PLC,APAC,2025-04-25,3,1,2,0,2
DeepMind,United States,SCALE AI INC,NORTH AMERICA,2025-04-21,18,1,17,0,17
Cloud,Mexico,TATA GROUP,LATAM,2025-04-25,18,2,16,1,15
REWS,null,YARZIN SELLA MANAGEMENT AND HOLDINGS,EMEA,2025-05-02,3,3,0,0,0
Technical Infrastructure,United States,SCHENKER,NORTH AMERICA,2025-04-25,2,2,0,0,0
REWS,India,SODEXO,APAC,2025-05-02,3,3,0,0,0
GBO (w/o gTech & gCS),Canada,MAGNIT GLOBAL CANADA LTD.,NORTH AMERICA,2025-04-28,3,13,0,0,0
gTech,India,VIRTUSA CORPORATION,APAC,2025-04-25,3,2,1,0,1
T&S,India,WIPRO LIMITED,APAC,2025-04-30,5,7,0,0,0
REWS,India,MEDIFIT CONSULTANTS PVT LTD,APAC,2025-04-25,2,2,0,0,0
Cloud,United States,MANTECH ADVANCED SYSTEMS INTERNATIONAL INC,NORTH AMERICA,2025-04-22,17,5,14,10,4
Waymo,United States,TRANSDEV,NORTH AMERICA,2025-04-24,7,3,4,4,0
Waymo,India,WIPRO LIMITED,APAC,2025-05-01,3,1,2,0,2
Cloud,India,COGNIZANT TECHNOLOGY SOLUTIONS CORPORATION,APAC,2025-04-24,2,2,0,0,0
REWS,United States,MC DEAN INC,NORTH AMERICA,2025-04-28,8,2,6,0,6
T&S,India,COGNIZANT TECHNOLOGY SOLUTIONS CORPORATION,APAC,2025-04-24,2,1,1,0,1
Technical Infrastructure,null,SATURN PARTNERS LLC,NORTH AMERICA,2025-04-24,3,3,0,0,0
YouTube,India,ACCENTURE PLC,APAC,2025-04-24,5,4,3,2,1
Waymo,India,WIPRO LIMITED,APAC,2025-04-22,6,7,1,1,0
YouTube,United States,TELEPERFORMANCE SE,NORTH AMERICA,2025-04-30,4,6,0,0,0
Geo,India,COGNIZANT TECHNOLOGY SOLUTIONS CORPORATION,APAC,2025-04-22,5,6,1,0,1
gTech,Brazil,HCL TECHNOLOGIES LTD,LATAM,2025-04-30,9,5,6,1,5
gTech,India,TELEPERFORMANCE SE,APAC,2025-04-25,4,2,2,1,1
T&S,Philippines,ACCENTURE PLC,APAC,2025-04-28,9,1,8,0,8
REWS,United Kingdom,COMPASS GROUP PLC,EMEA,2025-04-21,3,5,0,0,0
YouTube,Philippines,CONCENTRIX,APAC,2025-04-22,14,2,12,10,2
Technical Infrastructure,Taiwan,TATA GROUP,APAC,2025-04-30,3,5,0,0,0
Geo,India,COGNIZANT TECHNOLOGY SOLUTIONS CORPORATION,APAC,2025-04-21,2,1,1,1,0
T&S,India,COGNIZANT TECHNOLOGY SOLUTIONS CORPORATION,APAC,2025-04-25,7,2,5,1,4
Technical Infrastructure,United States,GXO LOGISTICS WORLDWIDE LLC,NORTH AMERICA,2025-04-25,6,6,2,2,0
REWS,India,JAGUAR SECURITY SERVICES PVT. LTD.,APAC,2025-04-23,1,1,0,0,0
Technical Infrastructure,Australia,MSS SECURITY PTY LTD,APAC,2025-04-22,5,2,3,0,3
Corp Eng,India,MOVATE TECHNOLOGIES PRIVATE LIMITED,APAC,2025-04-21,4,2,2,2,0
REWS,Switzerland,CBRE GROUP INC,EMEA,2025-04-25,2,2,0,0,0
Corp Eng,India,DELOITTE,APAC,2025-04-30,5,5,2,0,2
gTech,India,TECH MAHINDRA LIMITED,APAC,2025-04-21,3,2,1,0,1
Waymo,United States,TRANSDEV,NORTH AMERICA,2025-04-24,7,2,5,5,0
Waymo,China,SUPPLY CHAIN RESOURCES,APAC,2025-04-24,3,1,2,2,0
Platforms + Ecosystems,India,HCL TECHNOLOGIES LTD,APAC,2025-04-29,5,3,2,1,1
POps,India,RANDSTAD NV,APAC,2025-04-28,12,1,11,0,11
Technical Infrastructure,United States,GXO LOGISTICS WORLDWIDE LLC,NORTH AMERICA,2025-05-02,3,3,0,0,0
Ads & Commerce,United States,"APPLAUSE APP QUALITY, INC",NORTH AMERICA,2025-05-01,3,2,1,0,1
Global Affairs (w/o T&S),India,ACCENTURE PLC,APAC,2025-04-30,6,2,4,1,3
Cloud,Mexico,TATA GROUP,LATAM,2025-04-22,16,3,13,3,10
gTech,India,VIRTUSA CORPORATION,APAC,2025-04-25,3,3,0,0,0
Technical Infrastructure,United States,"HOLDER CONSTRUCTION GROUP, LLC",NORTH AMERICA,2025-04-22,1,1,0,0,0
YouTube,Malaysia,ACCENTURE PLC,APAC,2025-04-25,2,2,0,0,0
REWS,United States,ELECTROSONIC LIMITED,NORTH AMERICA,2025-04-22,3,5,0,0,0
T&S,India,WIPRO LIMITED,APAC,2025-04-30,5,2,3,0,3
YouTube,India,ACCENTURE PLC,APAC,2025-04-23,10,1,9,0,9
YouTube,India,WIPRO LIMITED,APAC,2025-04-29,1,1,0,0,0
YouTube,Portugal,TECH MAHINDRA LIMITED,EMEA,2025-04-24,7,3,4,2,2
REWS,null,CBRE GROUP INC,EMEA,2025-05-02,3,3,0,0,0
Geo,India,ACCENTURE PLC,APAC,2025-04-21,7,1,6,2,4
Devices & Services,India,TECH MAHINDRA LIMITED,APAC,2025-04-28,9,1,8,0,8
X,United States,TALENTFUL LIMITED,NORTH AMERICA,2025-04-28,3,2,0,0,0
Access,United States,HICKERSONS CABLE INSTALLATION INC,NORTH AMERICA,2025-04-21,5,3,2,2,0
Access,United States,INSIGHT,NORTH AMERICA,2025-04-23,5,2,3,0,3
Technical Infrastructure,United States,SCHENKER,NORTH AMERICA,2025-04-30,7,1,6,3,3
Cloud,India,INFOSYS,APAC,2025-04-23,4,6,0,0,0
gTech,India,TELEPERFORMANCE SE,APAC,2025-04-28,3,5,0,0,0
YouTube,India,CONCENTRIX,APAC,2025-04-30,3,4,1,0,1
REWS,null,COMPASS GROUP PLC,APAC,2025-04-28,3,5,0,0,0
gTech,Poland,TELEPERFORMANCE SE,EMEA,2025-04-28,3,5,0,0,0
gTech,Poland,TELEPERFORMANCE SE,EMEA,2025-04-29,4,6,0,0,0
T&S,India,WIPRO LIMITED,APAC,2025-04-28,4,1,3,1,2
REWS,United States,"INTER-CON SECURITY SYSTEMS, INC.",NORTH AMERICA,2025-04-29,3,5,0,0,0
gCS,Brazil,ATENTO S.A.,LATAM,2025-04-29,3,5,0,0,0
REWS,India,JONES LANG LASALLE INC,APAC,2025-04-23,2,2,0,0,0
REWS,United States,CBRE GROUP INC,NORTH AMERICA,2025-04-21,18,1,17,3,14
Corp Eng,India,MOVATE TECHNOLOGIES PRIVATE LIMITED,APAC,2025-04-21,4,1,3,0,3
Waymo,India,COGNIZANT TECHNOLOGY SOLUTIONS CORPORATION,APAC,2025-04-21,1,3,0,0,0
Technical Infrastructure,United States,SCHENKER,NORTH AMERICA,2025-04-29,5,1,4,0,4
Cloud,United States,MARKETSTAR CORPORATION,NORTH AMERICA,2025-04-28,3,2,1,0,1
Waymo,India,WIPRO LIMITED,APAC,2025-05-01,3,2,1,1,0
Marketing,United States,WHERE THE BUFFALO ROAM,NORTH AMERICA,2025-04-21,6,5,3,2,1
YouTube,Philippines,COGNIZANT TECHNOLOGY SOLUTIONS CORPORATION,APAC,2025-04-24,6,2,4,4,0
Waymo,United States,TRANSDEV,NORTH AMERICA,2025-05-01,7,2,5,2,3
gTech,India,GENPACT LIMITED,APAC,2025-04-24,2,2,0,0,0
Technical Infrastructure,United States,ROSENDIN ELECTRIC INC.,NORTH AMERICA,2025-04-21,2,4,0,0,0
gCS,India,REGALIX INC,APAC,2025-04-25,4,3,1,1,0
Technical Infrastructure,United States,GXO LOGISTICS WORLDWIDE LLC,NORTH AMERICA,2025-05-01,7,2,5,4,1
Cloud,India,HCL TECHNOLOGIES LTD,APAC,2025-04-21,3,5,0,0,0
T&S,India,WIPRO LIMITED,APAC,2025-04-23,4,4,2,0,2
REWS,null,CBRE GROUP INC,EMEA,2025-05-02,3,3,0,0,0
DeepMind,United States,SCALE AI INC,NORTH AMERICA,2025-04-23,18,4,16,16,0
T&S,Philippines,ACCENTURE PLC,APAC,2025-05-02,3,3,0,0,0
YouTube,India,ACCENTURE PLC,APAC,2025-04-24,6,5,3,0,3
Technical Infrastructure,United States,DIRECT LINE GLOBAL LLC,NORTH AMERICA,2025-04-24,4,6,0,0,0
gTech,India,COGNIZANT TECHNOLOGY SOLUTIONS CORPORATION,APAC,2025-04-23,3,4,1,1,0
Cloud,Philippines,ACCENTURE PLC,APAC,2025-04-28,3,2,1,1,0
REWS,United States,"INTER-CON SECURITY SYSTEMS, INC.",NORTH AMERICA,2025-04-28,3,5,0,0,0
Waymo,India,WIPRO LIMITED,APAC,2025-04-27,4,1,3,0,3
Cloud,El Salvador,TELUS,LATAM,2025-04-30,4,6,0,0,0
Cloud,Mexico,TATA GROUP,LATAM,2025-05-02,4,3,1,1,0
Waymo,United States,METRO ONE LOSS PREVENTION SERVICES GROUP (GUARD DIVISION) INC,NORTH AMERICA,2025-04-24,10,5,7,1,6
REWS,India,COMPASS GROUP PLC,APAC,2025-04-23,2,2,0,0,0
REWS,India,JONES LANG LASALLE INC,APAC,2025-04-23,1,1,0,0,0
Waymo,India,WIPRO LIMITED,APAC,2025-04-27,5,3,3,3,0
REWS,India,JONES LANG LASALLE INC,APAC,2025-04-22,1,1,0,0,0
Technical Infrastructure,null,THE WHITING TURNER CONTRACTING COMPANY,NORTH AMERICA,2025-04-22,3,5,0,0,0
Technical Infrastructure,United States,WHITEWAY BUILDING SERVICE INC,NORTH AMERICA,2025-04-29,3,5,0,0,0
Technical Infrastructure,United States,GXO LOGISTICS WORLDWIDE LLC,NORTH AMERICA,2025-04-22,5,2,3,2,1
REWS,India,SODEXO,APAC,2025-04-21,1,3,0,0,0
Technical Infrastructure,null,J E DUNN CONSTRUCTION COMPANY,NORTH AMERICA,2025-04-24,3,3,0,0,0
gCS,India,REGALIX INC,APAC,2025-04-25,4,3,1,1,0
Devices & Services,India,EPAM SYSTEMS INC,APAC,2025-04-23,6,3,3,3,0
gCS,India,TELEDIRECT PTE LTD,APAC,2025-04-23,2,2,0,0,0
REWS,United States,COMPASS GROUP PLC,NORTH AMERICA,2025-04-24,3,3,0,0,0
Technical Infrastructure,United States,DIRECT LINE GLOBAL LLC,NORTH AMERICA,2025-05-02,10,5,7,6,1
gCS,India,TELEDIRECT PTE LTD,APAC,2025-04-24,3,2,1,0,1
Access,United States,IBEX HOLDINGS LIMITED,NORTH AMERICA,2025-05-02,9,5,5,2,3
gTech,United States,"PRO UNLIMITED, INC. (VENDOR)",NORTH AMERICA,2025-04-21,3,1,2,0,2
REWS,United States,PFC GROUP OF COMPANIES,NORTH AMERICA,2025-04-29,4,5,1,0,1
YouTube,India,CONCENTRIX,APAC,2025-04-21,2,1,1,0,1
Technical Infrastructure,Thailand,JONES LANG LASALLE INC,APAC,2025-04-24,15,1,14,0,14
Cloud,Japan,SERVICESOURCE INTERNATIONAL INC,APAC,2025-04-23,2,1,1,1,0
Devices & Services,Taiwan,SGS S.A.,APAC,2025-04-27,9,1,8,7,1
YouTube,India,GENPACT LIMITED,APAC,2025-04-29,3,5,0,0,0
YouTube,India,CONCENTRIX,APAC,2025-04-22,5,1,4,0,4
gCS,Philippines,CONCENTRIX,APAC,2025-04-21,5,3,2,0,2
Waymo,United States,AMERIT FLEET SOLUTIONS INC.,NORTH AMERICA,2025-04-28,1,3,0,0,0
Corp Eng,India,IBM CORPORATION,APAC,2025-04-30,4,6,0,0,0
REWS,United Kingdom,FIRST,EMEA,2025-05-01,5,4,3,3,0
Technical Infrastructure,null,"ROONEY HOLDINGS, INC.",NORTH AMERICA,2025-04-29,3,5,0,0,0
Core (w/o Corp Eng),India,ACCENTURE PLC,APAC,2025-04-21,4,1,3,1,2
gTech,India,COGNIZANT TECHNOLOGY SOLUTIONS CORPORATION,APAC,2025-04-21,4,2,2,2,0
Corp Eng,India,VIRTUSA CORPORATION,APAC,2025-04-29,3,4,1,1,0
REWS,India,JONES LANG LASALLE INC,APAC,2025-04-22,1,1,0,0,0
Cloud,India,ACCENTURE PLC,APAC,2025-04-28,8,5,5,3,2
T&S,India,WIPRO LIMITED,APAC,2025-05-01,4,5,1,1,0
T&S,India,WIPRO LIMITED,APAC,2025-04-28,4,1,3,0,3
Technical Infrastructure,United States,SYNCREON GLOBAL HOLDINGS LIMITED,NORTH AMERICA,2025-04-22,3,4,1,0,1
T&S,null,TELEPERFORMANCE SE,LATAM,2025-04-28,3,5,0,0,0
YouTube,India,ACCENTURE PLC,APAC,2025-04-21,6,3,5,0,5
T&S,India,WIPRO LIMITED,APAC,2025-04-23,2,1,2,0,2
gTech,India,VIRTUSA CORPORATION,APAC,2025-04-25,3,2,1,0,1
gTech,Poland,TELEPERFORMANCE SE,EMEA,2025-04-28,3,5,0,0,0
Platforms + Ecosystems,India,MARKETSTAR CORPORATION,APAC,2025-05-02,4,1,3,3,0
gTech,Brazil,COGNIZANT TECHNOLOGY SOLUTIONS CORPORATION,LATAM,2025-04-22,4,2,2,0,2
T&S,Philippines,ACCENTURE PLC,APAC,2025-04-29,4,1,3,0,3
Cloud,United States,HCL TECHNOLOGIES LTD,NORTH AMERICA,2025-05-01,6,5,3,2,1
gTech,India,GENPACT LIMITED,APAC,2025-04-22,4,5,1,1,0
Devices & Services,Japan,FUJISOFT INCORPORATED,APAC,2025-04-22,15,3,12,1,11
Cloud,India,OPTIMUM INFOSYSTEMS PVT. LTD.,APAC,2025-05-02,5,8,2,0,2
Waymo,India,WIPRO LIMITED,APAC,2025-04-28,5,9,0,0,0
Ads & Commerce,India,WIPRO LIMITED,APAC,2025-04-24,2,2,0,0,0
POps,India,ACCENTURE PLC,APAC,2025-04-22,3,4,1,1,0
Access,United States,"GARY D. NELSON ASSOCIATES, INC.",NORTH AMERICA,2025-04-27,2,4,0,0,0
DeepMind,United Kingdom,ADECCO UK LIMITED,EMEA,2025-04-23,7,7,4,2,2
YouTube,India,ACCENTURE PLC,APAC,2025-04-24,5,1,4,0,4
Technical Infrastructure,null,J E DUNN CONSTRUCTION COMPANY,NORTH AMERICA,2025-05-02,3,3,0,0,0
Waymo,India,WIPRO LIMITED,APAC,2025-04-30,6,1,5,5,0
REWS,India,SODEXO,APAC,2025-05-02,3,3,0,0,0
gTech,Colombia,CONCENTRIX,LATAM,2025-04-22,1,1,0,0,0
POps,United States,PREMISE HEALTH HOLDING CORP,NORTH AMERICA,2025-04-21,2,4,0,0,0
REWS,United States,GARDA WORLD SECURITY CORPORATION,NORTH AMERICA,2025-04-28,3,1,2,0,2
Cloud,India,DELOITTE,APAC,2025-04-24,4,3,3,0,3
POps,India,KORN FERRY INTERNATIONAL,APAC,2025-04-24,3,1,2,1,1
YouTube,India,TATA GROUP,APAC,2025-04-24,4,5,1,0,1
Technical Infrastructure,United States,ALLIED UNIVERSAL,NORTH AMERICA,2025-04-23,2,2,0,0,0
gCS,India,TELEDIRECT PTE LTD,APAC,2025-04-28,5,3,2,1,1
Technical Infrastructure,United States,SCHENKER,NORTH AMERICA,2025-04-24,3,2,1,0,1
gTech,India,GENPACT LIMITED,APAC,2025-04-27,4,3,1,0,1
YouTube,Portugal,COGNIZANT TECHNOLOGY SOLUTIONS CORPORATION,EMEA,2025-04-30,6,3,3,0,3
YouTube,India,ACCENTURE PLC,APAC,2025-04-24,5,1,4,1,3
Finance,Philippines,ACCENTURE PLC,APAC,2025-04-30,5,2,3,3,0
gTech,India,TECH MAHINDRA LIMITED,APAC,2025-04-30,3,5,0,0,0
Technical Infrastructure,United States,GXO LOGISTICS WORLDWIDE LLC,NORTH AMERICA,2025-04-25,21,4,19,5,14
Technical Infrastructure,Netherlands,SYNCREON GLOBAL HOLDINGS LIMITED,EMEA,2025-04-24,15,4,13,3,10
DeepMind,Brazil,BUCK DESIGN LLC,LATAM,2025-04-25,12,5,9,0,9
Technical Infrastructure,United States,SCHENKER,NORTH AMERICA,2025-04-22,1,1,0,0,0
Ads & Commerce,Poland,HCL TECHNOLOGIES LTD,EMEA,2025-04-30,2,2,0,0,0
gTech,India,TELEPERFORMANCE SE,APAC,2025-04-25,4,3,1,0,1
Technical Infrastructure,United States,GXO LOGISTICS WORLDWIDE LLC,NORTH AMERICA,2025-04-28,4,2,2,1,1
REWS,India,SODEXO,APAC,2025-04-21,1,3,0,0,0
YouTube,United States,"ANSWERLAB, LLC",NORTH AMERICA,2025-05-02,4,3,1,1,0
Finance,India,ACCENTURE PLC,APAC,2025-05-02,6,5,3,1,2
Technical Infrastructure,United States,ALPHA SERVICES CORPORATION,NORTH AMERICA,2025-04-25,1,1,0,0,0
gTech,India,TELEPERFORMANCE SE,APAC,2025-04-27,5,3,2,2,0
REWS,United States,ELECTROSONIC LIMITED,NORTH AMERICA,2025-04-22,3,5,0,0,0
gTech,India,TELEPERFORMANCE SE,APAC,2025-04-22,5,1,4,1,3
Waymo,India,WIPRO LIMITED,APAC,2025-04-24,3,4,0,0,0
T&S,India,WIPRO LIMITED,APAC,2025-05-01,4,5,1,0,1
gTech,Philippines,ACCENTURE PLC,APAC,2025-04-28,2,4,0,0,0
Technical Infrastructure,United States,GXO LOGISTICS WORLDWIDE LLC,NORTH AMERICA,2025-04-25,3,3,0,0,0
gCS,India,REGALIX INC,APAC,2025-04-23,2,2,0,0,0
YouTube,India,CONCENTRIX,APAC,2025-04-21,3,2,1,1,0
YouTube,India,WIPRO LIMITED,APAC,2025-05-02,3,3,0,0,0
Technical Infrastructure,United States,ALLIED UNIVERSAL,NORTH AMERICA,2025-04-29,4,6,0,0,0
REWS,United States,ACCENTURE PLC,NORTH AMERICA,2025-04-25,6,6,2,2,0
Geo,India,ACCENTURE PLC,APAC,2025-04-25,16,1,15,1,14
POps,null,DELOITTE,APAC,2025-04-21,3,5,0,0,0
REWS,null,COMPASS GROUP PLC,APAC,2025-05-01,3,3,0,0,0
Technical Infrastructure,United States,GXO LOGISTICS WORLDWIDE LLC,NORTH AMERICA,2025-04-29,5,3,2,2,0
Technical Infrastructure,United States,SCHENKER,NORTH AMERICA,2025-04-22,5,1,4,4,0
Technical Infrastructure,Netherlands,RELLIUM LTD,EMEA,2025-04-23,1,1,0,0,0
Technical Infrastructure,United States,ALLIED UNIVERSAL,NORTH AMERICA,2025-04-25,3,2,1,1,0
gTech,India,TELEPERFORMANCE SE,APAC,2025-04-28,10,2,8,6,2
T&S,India,WIPRO LIMITED,APAC,2025-04-23,4,1,3,1,2
