product_area,st_created_date,work_order_accepted_date,location_country,worker_access_type,ST_start_date,st_start_month,pw_reset_date,supplier_name,location_region,hw_date_shipped,hw_estimated_delivery_date,hw_recd_dt,idv_date,idv_decision_date,idv_approval_date,idv_exception,gvc_invite_created_dt,worker_type,cnt_class_dates,net_onboarding_date,delivery_update,transfer_flag,bulk_shipment,manager_pref_for_hw_shipping,has_equipment,worker_active_flag,onboard_date_v2,sla_end_to_end,sla_end_to_end_exclude_weekend1,sla_xws_exclude_weekend1,sub_act,time_to_onboard_include_weekend,wo_adv_std_include_weekend,gvc_act,eqp_gvc,comp_eqp_include_weekend,time_to_onboard_exclude_weekend,wo_adv_std_exclude_weekend,comp_eqp_exclude_weekend,complaince_activation_exclude_weekend,xws_activation_to_idv,xws_idv_to_system_activation
Cloud,2025-04-23,2025-04-23,Spain,Access Only,2025-04-28,2025-04-01,null,TELEPERFORMANCE SE,EMEA,null,2025-04-30,null,2022-11-21,2022-11-07,null,FALSE,null,Vendor,1,2025-04-28,null,TRANSFER-Starters list,NO,null,YES,Yes,2025-04-28,5,3,1,5,5,5,null,null,null,3,3,null,0,0,0
gTech,2025-04-24,2025-04-24,Philippines,Equipment and Access,2025-04-29,2025-04-01,2025-04-29,ACCENTURE PLC,APAC,null,null,2025-04-28,2025-05-16,2025-05-02,2025-04-28,FALSE,2025-04-29,Vendor,1,2025-04-29,2025-04-28,null,NO,null,null,Yes,2025-04-29,5,3,1,5,5,5,1,1,4,3,3,2,0,0,0
Waymo,2025-04-28,2025-04-28,India,Equipment and Access,2025-05-01,2025-05-01,2025-05-02,COGNIZANT TECHNOLOGY SOLUTIONS CORPORATION,APAC,null,null,2025-04-29,2025-05-16,2025-05-02,2025-05-02,FALSE,2025-05-02,Vendor,1,2025-05-02,2025-04-29,null,NO,null,null,Yes,2025-05-02,4,4,1,4,4,3,1,3,1,4,3,1,1,1,0
Technical Infrastructure,2025-04-29,2025-04-29,United States,Equipment and Access,2025-05-02,2025-05-01,2025-05-02,SCHENKER,NORTH AMERICA,null,null,2025-05-01,2025-05-16,2025-05-02,2025-05-02,FALSE,2025-05-02,Vendor,1,2025-05-02,2025-05-01,null,NO,null,null,Yes,2025-05-02,3,3,1,3,3,3,1,1,2,3,3,2,0,0,0
Geo,2025-04-24,2025-04-24,India,Equipment and Access,2025-04-28,2025-04-01,2025-05-02,ACCENTURE PLC,APAC,null,null,2025-05-02,2025-05-13,2025-04-29,2025-04-28,FALSE,2025-05-02,Vendor,1,2025-05-02,2025-05-02,null,NO,null,null,Yes,2025-05-02,8,6,4,8,8,4,1,0,8,6,2,6,4,0,4
Search,2025-04-29,2025-04-29,India,Access Only,2025-05-02,2025-05-01,2025-05-02,GLOBALLOGIC INC,APAC,null,null,2025-04-29,2025-05-16,2025-05-02,2025-05-02,FALSE,2025-05-02,Vendor,1,2025-05-02,2025-04-29,null,NO,null,null,Yes,2025-05-02,3,3,1,3,3,3,1,3,1,3,3,1,0,0,0
gCS,2025-04-24,2025-04-24,Brazil,Equipment and Access,2025-04-29,2025-04-01,2025-04-29,ATENTO S.A.,LATAM,null,null,2025-04-28,2025-05-13,2025-04-29,2025-04-29,FALSE,2025-04-29,Vendor,1,2025-04-29,2025-04-28,null,NO,null,null,Yes,2025-04-29,5,3,1,5,5,5,1,1,4,3,3,2,0,0,0
Access,2025-04-28,2025-04-28,United States,Equipment and Access,2025-05-01,2025-05-01,2025-04-30,TELICS,NORTH AMERICA,null,null,2025-04-30,2025-05-14,2025-04-30,2025-04-30,FALSE,2025-04-30,Vendor,1,2025-04-30,2025-04-30,null,NO,null,null,Yes,2025-04-30,2,2,1,2,2,3,1,0,2,2,3,2,0,0,0
Wing,2025-04-22,2025-04-22,United States,Equipment and Access,2025-04-23,2025-04-01,2025-04-28,TALENTFUL LIMITED,NORTH AMERICA,null,null,2025-04-25,2025-05-09,2025-04-25,2025-04-24,FALSE,2025-04-28,Vendor,1,2025-04-28,2025-04-25,null,NO,null,null,Yes,2025-04-28,6,4,3,6,6,1,1,3,3,4,1,3,3,1,2
YouTube,2025-04-28,2025-04-28,India,Access Only,2025-04-30,2025-04-01,2025-04-30,CONCENTRIX,APAC,null,2025-05-02,2025-04-29,2025-05-14,2025-04-30,2025-04-29,FALSE,2025-04-30,Vendor,1,2025-04-30,2025-04-29,null,NO,null,null,Yes,2025-04-30,2,2,1,2,2,2,1,1,1,2,2,1,0,0,0
Cloud,2025-04-16,2025-04-16,Philippines,Equipment and Access,2025-04-17,2025-04-01,2025-05-02,HCL TECHNOLOGIES LTD,APAC,null,null,2025-04-29,2025-05-13,2025-04-29,2025-04-17,FALSE,2025-05-02,Vendor,1,2025-05-02,2025-04-29,null,NO,null,NO,Yes,2025-05-02,16,12,11,16,16,1,1,3,13,12,1,9,11,0,11
Platforms + Ecosystems,2025-04-24,2025-04-24,India,Access Only,2025-04-29,2025-04-01,2025-04-30,MARKETSTAR CORPORATION,APAC,null,null,2025-04-28,2025-05-14,2025-04-30,2025-04-30,FALSE,2025-04-30,Vendor,1,2025-04-30,2025-04-28,null,NO,null,null,Yes,2025-04-30,6,4,1,6,6,5,1,2,4,4,3,2,1,1,0
Geo,2025-04-24,2025-04-24,India,Equipment and Access,2025-04-29,2025-04-01,2025-05-02,ACCENTURE PLC,APAC,null,null,null,2025-05-14,2025-04-30,2025-04-30,FALSE,2025-05-02,Vendor,1,2025-05-02,null,null,NO,null,null,Yes,2025-05-02,8,6,3,8,8,5,1,null,null,6,3,null,3,1,2
T&S,2025-04-23,2025-04-23,Malaysia,Equipment and Access,2025-04-25,2025-04-01,2025-04-28,ACCENTURE PLC,APAC,null,null,null,2025-05-10,2025-04-26,2025-04-25,FALSE,2025-04-28,Vendor,1,2025-04-28,null,null,NO,null,null,Yes,2025-04-28,5,3,1,5,5,2,1,null,null,3,2,null,1,0,1
GBO (w/o gTech & gCS),2025-04-17,2025-04-17,United States,Equipment and Access,2025-04-22,2025-04-01,2025-04-29,TIER1 IMPACT PBC INC DBA TIER1 PERFORMANCE,NORTH AMERICA,null,null,2025-04-22,2025-05-13,2025-04-29,2025-04-29,FALSE,2025-04-29,Vendor,1,2025-04-29,2025-04-22,null,NO,null,null,Yes,2025-04-29,12,8,5,12,12,5,1,7,5,8,3,3,5,5,0
T&S,2025-04-23,2025-04-23,India,Access Only,2025-04-25,2025-04-01,2025-04-30,WIPRO LIMITED,APAC,null,null,2025-04-25,2025-05-12,2025-04-28,2025-04-28,FALSE,2025-04-30,Vendor,1,2025-04-30,2025-04-25,null,NO,null,null,Yes,2025-04-30,7,5,3,7,7,2,1,5,2,5,2,2,3,1,2
Cloud,2025-04-23,2025-04-23,Philippines,Equipment and Access,2025-04-25,2025-04-01,2025-04-28,ACCENTURE PLC,APAC,2021-05-06,2021-05-20,2025-04-25,2025-05-13,2025-04-29,2025-04-28,FALSE,2025-04-29,Vendor,1,2025-04-28,2025-04-25,null,NO,null,null,Yes,2025-04-28,5,3,1,5,5,2,-1,4,2,3,2,2,1,1,0
REWS,2025-04-29,2025-04-29,null,Probable Badge Only,2025-05-02,2025-05-01,null,SODEXO,APAC,null,null,null,null,null,null,FALSE,null,Vendor,1,2025-05-02,null,null,NO,null,null,null,2025-05-02,3,3,1,3,3,3,null,null,null,3,3,null,0,0,0
Technical Infrastructure,2025-04-21,2025-04-21,India,Equipment and Access,2025-04-25,2025-04-01,2025-04-28,MOTIVITY LABS INC,APAC,null,null,2025-04-25,2025-05-09,2025-04-25,2025-04-25,FALSE,2025-04-28,Vendor,1,2025-04-28,2025-04-25,null,NO,null,null,Yes,2025-04-28,7,5,1,7,7,4,1,3,4,5,4,4,1,0,1
Technical Infrastructure,2025-04-22,2025-04-22,Utd.Arab Emir.,Equipment and Access,2025-04-24,2025-04-01,2025-05-02,IRON SYSTEMS INC,EMEA,null,null,2025-05-01,2025-05-16,2025-05-02,2025-04-24,FALSE,2025-05-02,Vendor,1,2025-05-02,2025-05-01,null,NO,null,null,Yes,2025-05-02,10,8,6,10,10,2,1,1,9,8,2,7,6,0,6
Marketing,2025-03-28,2025-04-11,United Kingdom,Equipment and Access,2025-04-23,2025-04-01,2025-04-30,ADECCO UK LIMITED,EMEA,2023-10-16,2023-10-23,2025-04-28,2025-05-12,2025-04-28,2025-04-28,FALSE,2025-04-30,Temp,1,2025-04-30,2025-04-28,null,NO,null,null,Yes,2025-04-30,33,13,5,33,33,26,1,2,31,13,8,21,5,3,2
T&S,2025-04-28,2025-04-28,United States,Equipment and Access,2025-04-30,2025-04-01,2025-04-30,PWC,NORTH AMERICA,null,null,2025-04-30,2025-05-14,2025-04-30,2025-04-30,FALSE,2025-04-30,Vendor,1,2025-04-30,2025-04-30,null,NO,null,null,Yes,2025-04-30,2,2,1,2,2,2,1,0,2,2,2,2,0,0,0
Marketing,2025-04-17,2025-04-17,Australia,Equipment and Access,2025-04-23,2025-04-01,2025-04-30,ALGOMARKETING LTD,APAC,null,null,2025-04-27,2025-05-12,2025-04-28,2025-04-27,FALSE,2025-05-01,Vendor,1,2025-04-30,2025-04-27,null,NO,null,null,Yes,2025-04-30,13,9,5,13,13,6,-1,4,10,9,4,7,5,3,2
Geo,2025-04-24,2025-04-24,India,Equipment and Access,2025-04-30,2025-04-01,2025-05-01,COGNIZANT TECHNOLOGY SOLUTIONS CORPORATION,APAC,null,null,2025-04-29,2025-05-14,2025-04-30,2025-04-29,FALSE,2025-05-01,Vendor,1,2025-05-01,2025-04-29,null,NO,null,null,Yes,2025-05-01,7,5,1,7,7,6,1,2,5,5,4,3,1,0,1
Technical Infrastructure,2025-04-25,2025-04-25,United States,Equipment and Access,2025-04-28,2025-04-01,2025-04-30,VISION TECHNOLOGIES INC.,NORTH AMERICA,null,null,2025-04-28,2025-05-13,2025-04-29,2025-04-29,FALSE,2025-04-29,Vendor,1,2025-04-30,2025-04-28,null,NO,null,null,Yes,2025-04-30,5,3,2,5,5,3,1,1,3,3,1,1,2,1,1
REWS,2025-04-29,2025-04-29,India,Badge Only,2025-05-02,2025-05-01,null,JONES LANG LASALLE INC,APAC,null,null,null,null,null,null,FALSE,null,Vendor,1,2025-05-02,null,null,NO,null,null,Yes,2025-05-02,3,3,1,3,3,3,null,null,null,3,3,null,0,0,0
REWS,2025-04-29,2025-04-29,null,Badge Only,2025-05-02,2025-05-01,null,JONES LANG LASALLE INC,APAC,null,null,null,null,null,null,FALSE,null,Vendor,1,2025-05-02,null,null,NO,null,null,null,2025-05-02,3,3,1,3,3,3,null,null,null,3,3,null,0,0,0
gCS,2025-04-22,2025-04-22,India,Equipment and Access,2025-04-23,2025-04-01,2025-04-29,ACCENTURE PLC,APAC,null,null,2025-04-29,2025-05-13,2025-04-29,2025-04-29,FALSE,2025-04-29,Vendor,1,2025-04-29,2025-04-29,null,NO,null,null,Yes,2025-04-29,7,5,4,7,7,1,1,0,7,5,1,5,4,4,0
T&S,2025-04-25,2025-04-25,Portugal,Equipment and Access,2025-04-30,2025-04-01,2025-05-01,ACCENTURE PLC,EMEA,null,2025-05-02,2025-04-30,2025-05-14,2025-04-30,2025-04-30,FALSE,2025-04-30,Vendor,1,2025-05-01,2025-04-30,null,NO,null,null,Yes,2025-05-01,6,4,1,6,6,5,1,0,5,4,3,3,1,0,1
REWS,2025-04-25,2025-04-25,null,Badge Only,2025-04-30,2025-04-01,null,JONES LANG LASALLE INC,NORTH AMERICA,null,null,null,null,null,null,FALSE,null,Vendor,1,2025-04-30,null,null,NO,null,null,null,2025-04-30,5,3,1,5,5,5,null,null,null,3,3,null,0,0,0
Technical Infrastructure,2025-04-28,2025-04-28,United States,Badge Only,2025-04-29,2025-04-01,null,MCFARLAND BUILDING GROUP LLC,NORTH AMERICA,null,null,null,null,null,null,FALSE,null,Vendor,1,2025-04-29,null,null,NO,null,null,Yes,2025-04-29,1,1,1,1,1,1,null,null,null,1,1,null,0,0,0
gTech,2025-04-24,2025-04-24,India,Equipment and Access,2025-04-28,2025-04-01,2025-04-28,COGNIZANT TECHNOLOGY SOLUTIONS CORPORATION,APAC,null,null,2025-04-25,2025-05-12,2025-04-28,2025-04-28,FALSE,2025-04-28,Vendor,1,2025-04-28,2025-04-25,null,NO,null,null,Yes,2025-04-28,4,2,1,4,4,4,1,3,1,2,2,1,0,0,0
Waymo,2025-04-28,2025-04-28,Philippines,Equipment and Access,2025-04-30,2025-04-01,2025-05-02,COGNIZANT TECHNOLOGY SOLUTIONS CORPORATION,APAC,null,null,2025-04-29,2025-05-15,2025-05-01,2025-05-01,FALSE,2025-05-01,Vendor,1,2025-05-02,2025-04-29,null,NO,null,null,Yes,2025-05-02,4,4,2,4,4,2,1,2,1,4,2,1,2,1,1
Technical Infrastructure,2025-04-29,2025-04-29,United States,Badge Only,2025-05-02,2025-05-01,null,J E DUNN CONSTRUCTION COMPANY,NORTH AMERICA,null,null,null,null,null,null,FALSE,null,Vendor,1,2025-05-02,null,null,NO,null,null,Yes,2025-05-02,3,3,1,3,3,3,null,null,null,3,3,null,0,0,0
REWS,2025-04-23,2025-04-23,United States,Access Only,2025-04-28,2025-04-01,2025-04-28,"INTER-CON SECURITY SYSTEMS, INC.",NORTH AMERICA,2022-01-24,2022-01-31,2025-04-28,2025-05-13,2025-04-29,2025-04-28,FALSE,2025-04-29,Vendor,1,2025-04-28,2025-04-28,null,NO,null,null,Yes,2025-04-28,5,3,1,5,5,5,-1,1,5,3,3,3,0,0,0
Cloud,2025-04-24,2025-04-24,Greece,Access Only,2025-04-29,2025-04-01,2025-04-29,TELEPERFORMANCE SE,EMEA,null,2025-05-01,null,2022-07-04,2022-06-20,null,FALSE,null,Vendor,1,2025-04-29,null,TRANSFER-Starters list,NO,null,YES,Yes,2025-04-29,5,3,1,5,5,5,null,null,null,3,3,null,0,0,0
YouTube,2025-04-23,2025-04-23,Malaysia,Equipment and Access,2025-04-25,2025-04-01,2025-04-28,ACCENTURE PLC,APAC,null,null,2025-04-28,2025-05-12,2025-04-28,2025-04-24,FALSE,2025-04-28,Vendor,1,2025-04-28,2025-04-28,null,NO,null,null,Yes,2025-04-28,5,3,1,5,5,2,1,0,5,3,2,3,1,0,1
REWS,2025-04-23,2025-04-23,United States,Badge Only,2025-04-28,2025-04-01,null,SODEXO,NORTH AMERICA,null,null,null,null,null,null,FALSE,null,Vendor,1,2025-04-28,null,null,NO,null,null,Yes,2025-04-28,5,3,1,5,5,5,null,null,null,3,3,null,0,0,0
Waymo,2025-04-22,2025-04-22,India,Access Only,2025-04-24,2025-04-01,2025-04-30,WIPRO LIMITED,APAC,null,null,null,2025-05-12,2025-04-28,2025-04-27,FALSE,2025-04-30,Vendor,1,2025-04-30,null,null,NO,null,null,Yes,2025-04-30,8,6,4,8,8,2,1,null,null,6,2,null,4,2,2
Technical Infrastructure,2025-04-28,2025-04-28,null,Badge Only,2025-05-01,2025-05-01,null,"ROONEY HOLDINGS, INC.",NORTH AMERICA,null,null,null,null,null,null,FALSE,null,Vendor,1,2025-05-01,null,null,NO,null,null,null,2025-05-01,3,3,1,3,3,3,null,null,null,3,3,null,0,0,0
Technical Infrastructure,2025-04-08,2025-04-08,United States,Access Only,2025-04-11,2025-04-01,2025-05-01,SYNCREON GLOBAL HOLDINGS LIMITED,NORTH AMERICA,null,null,2025-04-14,2025-05-15,2025-05-01,2025-05-01,FALSE,null,Vendor,1,2025-05-01,2025-04-14,null,NO,null,YES,Yes,2025-05-01,23,17,14,23,23,3,null,null,6,17,3,4,14,14,0
Geo,2025-04-24,2025-04-24,India,Access Only,2025-04-28,2025-04-01,2025-04-28,WIPRO LIMITED,APAC,null,null,2025-04-28,2025-05-12,2025-04-28,2025-04-28,FALSE,2025-04-29,Vendor,1,2025-04-28,2025-04-28,null,NO,null,null,Yes,2025-04-28,4,2,1,4,4,4,-1,1,4,2,2,2,0,0,0
Technical Infrastructure,2025-04-24,2025-04-24,Finland,Badge Only,2025-04-28,2025-04-01,null,FIBER HIGHWAY FINLAND OY,EMEA,null,null,null,null,null,null,FALSE,null,Vendor,1,2025-04-28,null,null,NO,null,null,Yes,2025-04-28,4,2,1,4,4,4,null,null,null,2,2,null,0,0,0
POps,2025-04-10,2025-04-10,India,Equipment and Access,2025-04-15,2025-04-01,2025-04-28,RANDSTAD NV,APAC,null,null,2025-04-24,2025-05-09,2025-04-25,2025-04-15,FALSE,2025-04-27,Vendor,1,2025-04-28,2025-04-24,null,NO,null,NO,Yes,2025-04-28,18,12,9,18,18,5,1,3,14,12,3,10,9,0,9
REWS,2025-04-24,2025-04-24,United States,Access Only,2025-04-29,2025-04-01,2025-05-01,GARDINER & THEOBALD LLP,NORTH AMERICA,2025-01-23,2025-01-24,2025-04-28,2025-05-15,2025-05-01,2025-05-01,FALSE,2025-05-01,Vendor,1,2025-05-01,2025-04-28,null,NO,null,null,Yes,2025-05-01,7,5,2,7,7,5,1,3,4,5,3,2,2,2,0
Ads & Commerce,2025-04-22,2025-04-22,India,Access Only,2025-04-24,2025-04-01,2025-04-30,"APPLAUSE APP QUALITY, INC",APAC,null,null,2025-04-29,2025-05-14,2025-04-30,2025-04-30,FALSE,2025-04-30,Vendor,1,2025-04-30,2025-04-29,null,NO,null,null,Yes,2025-04-30,8,6,4,8,8,2,1,1,7,6,2,5,4,4,0
T&S,2025-04-21,2025-04-21,India,Access Only,2025-04-22,2025-04-01,2025-04-28,WIPRO LIMITED,APAC,null,null,2025-04-25,2025-05-09,2025-04-25,2025-04-25,FALSE,2025-04-28,Vendor,1,2025-04-28,2025-04-25,null,NO,null,null,Yes,2025-04-28,7,5,4,7,7,1,1,3,4,5,1,4,4,3,1
gTech,2025-04-28,2025-04-28,India,Equipment and Access,2025-04-29,2025-04-01,2025-04-30,COGNIZANT TECHNOLOGY SOLUTIONS CORPORATION,APAC,null,null,2025-04-29,2025-05-14,2025-04-30,2025-04-30,FALSE,2025-04-30,Vendor,1,2025-04-30,2025-04-29,null,NO,null,null,Yes,2025-04-30,2,2,1,2,2,1,1,1,1,2,1,1,1,1,0
Technical Infrastructure,2025-04-10,2025-04-10,United States,Equipment and Access,2025-04-14,2025-04-01,2025-05-02,GXO LOGISTICS WORLDWIDE LLC,NORTH AMERICA,null,null,2025-04-13,2025-05-10,2025-04-26,2025-04-26,FALSE,2025-05-02,Vendor,1,2025-05-02,2025-04-13,null,NO,null,NO,Yes,2025-05-02,22,16,14,22,22,4,1,19,3,16,2,2,14,10,4
YouTube,2025-04-23,2025-04-23,India,Equipment and Access,2025-04-29,2025-04-01,2025-04-29,TATA GROUP,APAC,null,null,2025-04-28,2025-05-13,2025-04-29,2025-04-29,FALSE,2025-04-29,Vendor,1,2025-04-29,2025-04-28,null,NO,null,null,Yes,2025-04-29,6,4,1,6,6,6,1,1,5,4,4,3,0,0,0
Geo,2025-04-24,2025-04-24,India,Access Only,2025-04-28,2025-04-01,2025-04-28,WIPRO LIMITED,APAC,2021-08-30,2021-01-09,2025-04-28,2025-05-12,2025-04-28,2025-04-28,FALSE,2025-04-29,Vendor,1,2025-04-28,2025-04-28,null,NO,null,null,Yes,2025-04-28,4,2,1,4,4,4,-1,1,4,2,2,2,0,0,0
Search,2025-04-29,2025-04-29,India,Access Only,2025-05-02,2025-05-01,2025-05-02,GLOBALLOGIC INC,APAC,null,null,2025-04-29,2025-05-16,2025-05-02,2025-05-02,FALSE,2025-05-02,Vendor,1,2025-05-02,2025-04-29,null,NO,null,null,Yes,2025-05-02,3,3,1,3,3,3,1,3,1,3,3,1,0,0,0
Technical Infrastructure,2025-04-22,2025-04-22,United States,Equipment and Access,2025-04-24,2025-04-01,2025-04-29,INSIGHT,NORTH AMERICA,null,null,2025-04-29,2025-05-14,2025-04-30,2025-04-29,FALSE,2025-04-30,Vendor,1,2025-04-29,2025-04-29,null,NO,null,null,Yes,2025-04-29,7,5,3,7,7,2,-1,1,7,5,2,5,3,3,0
Technical Infrastructure,2025-04-23,2025-04-23,null,Badge Only,2025-04-28,2025-04-01,null,SISTEMAS CONTRA INCENDIOS EUROCOMERCIAL LTDA,LATAM,null,null,null,null,null,null,FALSE,null,Vendor,1,2025-04-28,null,null,NO,null,null,null,2025-04-28,5,3,1,5,5,5,null,null,null,3,3,null,0,0,0
T&S,2025-04-23,2025-04-23,India,Access Only,2025-04-30,2025-04-01,2025-04-30,WIPRO LIMITED,APAC,null,null,2025-04-30,2025-05-14,2025-04-30,2025-04-30,FALSE,2025-04-30,Vendor,1,2025-04-30,2025-04-30,null,NO,null,null,Yes,2025-04-30,7,5,1,7,7,7,1,0,7,5,5,5,0,0,0
YouTube,2025-04-24,2025-04-24,India,Access Only,2025-04-29,2025-04-01,2025-05-02,CONCENTRIX,APAC,null,2025-05-01,2025-04-24,2025-05-16,2025-05-02,2025-05-02,FALSE,2025-05-02,Vendor,1,2025-05-02,2025-04-24,null,NO,null,null,Yes,2025-05-02,8,6,3,8,8,5,1,8,1,6,3,1,3,3,0
Technical Infrastructure,2025-04-22,2025-04-22,United States,Equipment and Access,2025-04-25,2025-04-01,2025-05-01,GXO LOGISTICS WORLDWIDE LLC,NORTH AMERICA,null,null,2025-04-24,2025-05-15,2025-05-01,2025-05-01,FALSE,2025-05-01,Vendor,1,2025-05-01,2025-04-24,null,NO,null,null,Yes,2025-05-01,9,7,4,9,9,3,1,7,2,7,3,2,4,4,0
Corp Eng,2025-03-04,2025-03-04,United States,Equipment and Access,2025-03-06,2025-03-01,2025-04-28,SAP SE,NORTH AMERICA,null,null,null,2025-05-12,2025-04-28,2025-03-24,FALSE,2025-04-28,Vendor,1,2025-04-28,null,null,NO,null,NO,Yes,2025-04-28,55,39,37,55,55,2,1,null,null,39,2,null,37,12,25
T&S,2025-04-22,2025-04-22,India,Access Only,2025-04-25,2025-04-01,2025-04-28,WIPRO LIMITED,APAC,null,null,2025-04-25,2025-05-09,2025-04-25,2025-04-24,FALSE,2025-04-28,Vendor,1,2025-04-28,2025-04-25,null,NO,null,null,Yes,2025-04-28,6,4,1,6,6,3,1,3,3,4,3,3,1,0,1
Waymo,2025-04-28,2025-04-28,India,Equipment and Access,2025-05-01,2025-05-01,2025-05-04,COGNIZANT TECHNOLOGY SOLUTIONS CORPORATION,APAC,null,null,2025-04-29,2025-05-17,2025-05-03,2025-05-02,FALSE,null,Vendor,1,2025-05-04,2025-04-29,null,NO,null,null,Yes,2025-05-04,6,5,2,6,6,3,null,null,1,5,3,1,2,1,1
REWS,2025-04-24,2025-04-24,Ireland,Badge Only,2025-04-29,2025-04-01,null,COMPASS GROUP PLC,EMEA,null,null,null,null,null,null,FALSE,null,Vendor,1,2025-04-29,null,null,NO,null,null,Yes,2025-04-29,5,3,1,5,5,5,null,null,null,3,3,null,0,0,0
Technical Infrastructure,2025-04-22,2025-04-22,United States,Equipment and Access,2025-04-28,2025-04-01,2025-04-28,SCHENKER,NORTH AMERICA,null,null,2025-04-25,2025-05-12,2025-04-28,2025-04-28,FALSE,2025-04-28,Vendor,1,2025-04-28,2025-04-25,null,NO,null,null,Yes,2025-04-28,6,4,1,6,6,6,1,3,3,4,4,3,0,0,0
Access,2025-04-22,2025-04-25,United States,Equipment and Access,2025-04-30,2025-04-01,2025-05-01,"GARY D. NELSON ASSOCIATES, INC.",NORTH AMERICA,null,null,2025-05-01,2025-05-15,2025-05-01,2025-04-30,FALSE,2025-05-02,Temp,1,2025-05-01,2025-05-01,null,NO,null,null,Yes,2025-05-01,9,4,1,9,9,8,-1,1,9,4,3,7,1,0,1
REWS,2025-04-29,2025-04-29,null,Badge Only,2025-05-02,2025-05-01,null,COMPASS GROUP PLC,APAC,null,null,null,null,null,null,FALSE,null,Vendor,1,2025-05-02,null,null,NO,null,null,null,2025-05-02,3,3,1,3,3,3,null,null,null,3,3,null,0,0,0
YouTube,2025-04-25,2025-04-25,India,Access Only,2025-04-29,2025-04-01,2025-04-30,CONCENTRIX,APAC,null,2025-05-01,2025-04-25,2025-05-13,2025-04-29,2025-04-28,FALSE,2025-04-30,Vendor,1,2025-04-30,2025-04-25,null,NO,null,null,Yes,2025-04-30,5,3,1,5,5,4,1,5,1,3,2,1,1,0,1
Technical Infrastructure,2025-04-10,2025-04-10,United States,Equipment and Access,2025-04-16,2025-04-01,2025-04-28,ADECCO GROUP AG,NORTH AMERICA,null,null,2025-04-26,2025-05-12,2025-04-28,2025-04-28,FALSE,2025-04-28,Vendor,1,2025-04-28,2025-04-26,null,NO,null,NO,Yes,2025-04-28,18,12,8,18,18,6,1,2,16,12,4,12,8,8,0
T&S,2025-04-25,2025-04-25,India,Access Only,2025-04-28,2025-04-01,2025-04-30,WIPRO LIMITED,APAC,null,null,2025-04-29,2025-05-13,2025-04-29,2025-04-29,FALSE,2025-04-30,Vendor,1,2025-04-30,2025-04-29,null,NO,null,null,Yes,2025-04-30,5,3,2,5,5,3,1,1,4,3,1,2,2,1,1
Technical Infrastructure,2025-04-29,2025-04-29,null,Badge Only,2025-05-02,2025-05-01,null,J E DUNN CONSTRUCTION COMPANY,NORTH AMERICA,null,null,null,null,null,null,FALSE,null,Vendor,1,2025-05-02,null,null,NO,null,null,null,2025-05-02,3,3,1,3,3,3,null,null,null,3,3,null,0,0,0
Technical Infrastructure,2025-04-25,2025-04-25,United States,Badge Only,2025-04-28,2025-04-01,null,DIRECT LINE GLOBAL LLC,NORTH AMERICA,null,null,null,null,null,null,FALSE,null,Vendor,1,2025-04-28,null,null,NO,null,null,Yes,2025-04-28,3,1,1,3,3,3,null,null,null,1,1,null,0,0,0
Waymo,2025-04-22,2025-04-22,United States,Access Only,2025-04-24,2025-04-01,2025-05-01,TRANSDEV,NORTH AMERICA,null,null,null,2025-05-12,2025-04-28,2025-04-23,FALSE,null,Vendor,1,2025-05-01,null,null,NO,null,null,Yes,2025-05-01,9,7,5,9,9,2,null,null,null,7,2,null,5,0,5
Platforms + Ecosystems,2025-04-23,2025-04-23,India,Equipment and Access,2025-04-28,2025-04-01,2025-04-29,HCL TECHNOLOGIES LTD,APAC,null,null,2025-04-25,2025-05-13,2025-04-29,2025-04-28,FALSE,2025-04-29,Vendor,1,2025-04-29,2025-04-25,null,NO,null,null,Yes,2025-04-29,6,4,1,6,6,5,1,4,2,4,3,2,1,0,1
REWS,2025-04-23,2025-04-23,United States,Equipment and Access,2025-04-28,2025-04-01,2025-05-02,JONES LANG LASALLE INC,NORTH AMERICA,null,null,null,2025-05-15,2025-05-01,2025-05-01,FALSE,2025-05-02,Vendor,1,2025-05-02,null,null,NO,null,null,Yes,2025-05-02,9,7,4,9,9,5,1,null,null,7,3,null,4,3,1
gCS,2025-04-28,2025-04-28,Philippines,Access Only,2025-04-30,2025-04-01,2025-04-30,CONCENTRIX,APAC,null,2025-05-02,2025-04-28,2025-05-14,2025-04-30,2025-04-29,FALSE,2025-04-30,Vendor,1,2025-04-30,2025-04-28,null,NO,null,null,Yes,2025-04-30,2,2,1,2,2,2,1,2,1,2,2,1,0,0,0
Geo,2025-04-29,2025-04-29,null,Equipment and Access,2025-05-02,2025-05-01,null,PWC,NORTH AMERICA,null,null,null,null,null,null,FALSE,null,Vendor,1,2025-05-02,null,TRANSFER-Starters list,NO,null,null,null,2025-05-02,3,3,1,3,3,3,null,null,null,3,3,null,0,0,0
gCS,2025-04-21,2025-04-21,India,Access Only,2025-04-25,2025-04-01,2025-04-30,TELEDIRECT PTE LTD,APAC,null,null,2025-04-22,2025-05-15,2025-05-01,2025-04-30,FALSE,2025-05-01,Vendor,1,2025-04-30,2025-04-22,null,NO,null,null,Yes,2025-04-30,9,7,3,9,9,4,-1,9,1,7,4,1,3,3,0
